iucn_sid,sciname,rgn_name,rgn_id,year,eval_yr,cat,cat_score
39378,Galeocerdo cuvier,French Polynesia,147,1998,NA,NT,0.2
39378,Galeocerdo cuvier,French Polynesia,147,1999,NA,NT,0.2
39378,Galeocerdo cuvier,French Polynesia,147,2e3,2000,NT,0.2
39378,Galeocerdo cuvier,French Polynesia,147,2001,2000,NT,0.2
39378,Galeocerdo cuvier,French Polynesia,147,2002,2000,NT,0.2
39378,Galeocerdo cuvier,French Polynesia,147,2003,2000,NT,0.2
39378,Galeocerdo cuvier,French Polynesia,147,2004,2000,NT,0.2
39378,Galeocerdo cuvier,French Polynesia,147,2005,2000,NT,0.2
39378,Galeocerdo cuvier,French Polynesia,147,2006,2000,NT,0.2
39378,Galeocerdo cuvier,French Polynesia,147,2007,2000,NT,0.2
39378,Galeocerdo cuvier,French Polynesia,147,2008,2000,NT,0.2
39378,Galeocerdo cuvier,French Polynesia,147,2009,2009,NT,0.2
39378,Galeocerdo cuvier,French Polynesia,147,2010,2009,NT,0.2
39378,Galeocerdo cuvier,French Polynesia,147,2011,2009,NT,0.2
39378,Galeocerdo cuvier,French Polynesia,147,2012,2009,NT,0.2
39378,Galeocerdo cuvier,French Polynesia,147,2013,2009,NT,0.2
39378,Galeocerdo cuvier,French Polynesia,147,2014,2009,NT,0.2
39378,Galeocerdo cuvier,French Polynesia,147,2015,2009,NT,0.2
39378,Galeocerdo cuvier,French Polynesia,147,2016,2009,NT,0.2
39378,Galeocerdo cuvier,French Polynesia,147,2017,2009,NT,0.2
39378,Galeocerdo cuvier,French Polynesia,147,2018,2009,NT,0.2
39381,Prionace glauca,French Polynesia,147,1992,NA,NT,0.2
39381,Prionace glauca,French Polynesia,147,1993,NA,NT,0.2
39381,Prionace glauca,French Polynesia,147,1994,NA,NT,0.2
39381,Prionace glauca,French Polynesia,147,1995,NA,NT,0.2
39381,Prionace glauca,French Polynesia,147,1996,NA,NT,0.2
39381,Prionace glauca,French Polynesia,147,1997,NA,NT,0.2
39381,Prionace glauca,French Polynesia,147,1998,NA,NT,0.2
39381,Prionace glauca,French Polynesia,147,1999,NA,NT,0.2
39381,Prionace glauca,French Polynesia,147,2e3,2000,NT,0.2
39381,Prionace glauca,French Polynesia,147,2001,2000,NT,0.2
39381,Prionace glauca,French Polynesia,147,2002,2000,NT,0.2
39381,Prionace glauca,French Polynesia,147,2003,2000,NT,0.2
39381,Prionace glauca,French Polynesia,147,2004,2000,NT,0.2
39381,Prionace glauca,French Polynesia,147,2005,2000,NT,0.2
39381,Prionace glauca,French Polynesia,147,2006,2000,NT,0.2
39381,Prionace glauca,French Polynesia,147,2007,2000,NT,0.2
39381,Prionace glauca,French Polynesia,147,2008,2000,NT,0.2
39381,Prionace glauca,French Polynesia,147,2009,2009,NT,0.2
39381,Prionace glauca,French Polynesia,147,2010,2009,NT,0.2
39381,Prionace glauca,French Polynesia,147,2011,2009,NT,0.2
39381,Prionace glauca,French Polynesia,147,2012,2009,NT,0.2
39381,Prionace glauca,French Polynesia,147,2013,2009,NT,0.2
39381,Prionace glauca,French Polynesia,147,2014,2009,NT,0.2
39381,Prionace glauca,French Polynesia,147,2015,2009,NT,0.2
39381,Prionace glauca,French Polynesia,147,2016,2009,NT,0.2
39381,Prionace glauca,French Polynesia,147,2017,2009,NT,0.2
39381,Prionace glauca,French Polynesia,147,2018,2009,NT,0.2
39384,Triaenodon obesus,French Polynesia,147,1992,NA,NT,0.2
39384,Triaenodon obesus,French Polynesia,147,1993,NA,NT,0.2
39384,Triaenodon obesus,French Polynesia,147,1994,NA,NT,0.2
39384,Triaenodon obesus,French Polynesia,147,1995,NA,NT,0.2
39384,Triaenodon obesus,French Polynesia,147,1996,NA,NT,0.2
39384,Triaenodon obesus,French Polynesia,147,1997,NA,NT,0.2
39384,Triaenodon obesus,French Polynesia,147,1998,NA,NT,0.2
39384,Triaenodon obesus,French Polynesia,147,1999,NA,NT,0.2
39384,Triaenodon obesus,French Polynesia,147,2e3,2000,NT,0.2
39384,Triaenodon obesus,French Polynesia,147,2001,2000,NT,0.2
39384,Triaenodon obesus,French Polynesia,147,2002,2000,NT,0.2
39384,Triaenodon obesus,French Polynesia,147,2003,2000,NT,0.2
39384,Triaenodon obesus,French Polynesia,147,2004,2000,NT,0.2
39384,Triaenodon obesus,French Polynesia,147,2005,2000,NT,0.2
39384,Triaenodon obesus,French Polynesia,147,2006,2000,NT,0.2
39384,Triaenodon obesus,French Polynesia,147,2007,2000,NT,0.2
39384,Triaenodon obesus,French Polynesia,147,2008,2000,NT,0.2
39384,Triaenodon obesus,French Polynesia,147,2009,2009,NT,0.2
39384,Triaenodon obesus,French Polynesia,147,2010,2009,NT,0.2
39384,Triaenodon obesus,French Polynesia,147,2011,2009,NT,0.2
39384,Triaenodon obesus,French Polynesia,147,2012,2009,NT,0.2
39384,Triaenodon obesus,French Polynesia,147,2013,2009,NT,0.2
39384,Triaenodon obesus,French Polynesia,147,2014,2009,NT,0.2
39384,Triaenodon obesus,French Polynesia,147,2015,2009,NT,0.2
39384,Triaenodon obesus,French Polynesia,147,2016,2009,NT,0.2
39384,Triaenodon obesus,French Polynesia,147,2017,2009,NT,0.2
39384,Triaenodon obesus,French Polynesia,147,2018,2009,NT,0.2
132832,Megaptera novaeangliae,French Polynesia,147,1992,NA,EN,0.6
132832,Megaptera novaeangliae,French Polynesia,147,1993,NA,EN,0.6
132832,Megaptera novaeangliae,French Polynesia,147,1994,NA,EN,0.6
132832,Megaptera novaeangliae,French Polynesia,147,1995,NA,EN,0.6
132832,Megaptera novaeangliae,French Polynesia,147,1996,NA,EN,0.6
132832,Megaptera novaeangliae,French Polynesia,147,1997,NA,EN,0.6
132832,Megaptera novaeangliae,French Polynesia,147,1998,NA,EN,0.6
132832,Megaptera novaeangliae,French Polynesia,147,1999,NA,EN,0.6
132832,Megaptera novaeangliae,French Polynesia,147,2e3,NA,EN,0.6
132832,Megaptera novaeangliae,French Polynesia,147,2001,NA,EN,0.6
132832,Megaptera novaeangliae,French Polynesia,147,2002,NA,EN,0.6
132832,Megaptera novaeangliae,French Polynesia,147,2003,NA,EN,0.6
132832,Megaptera novaeangliae,French Polynesia,147,2004,NA,EN,0.6
132832,Megaptera novaeangliae,French Polynesia,147,2005,NA,EN,0.6
132832,Megaptera novaeangliae,French Polynesia,147,2006,NA,EN,0.6
132832,Megaptera novaeangliae,French Polynesia,147,2007,NA,EN,0.6
132832,Megaptera novaeangliae,French Polynesia,147,2008,2008,EN,0.6
132832,Megaptera novaeangliae,French Polynesia,147,2009,2008,EN,0.6
132832,Megaptera novaeangliae,French Polynesia,147,2010,2008,EN,0.6
132832,Megaptera novaeangliae,French Polynesia,147,2011,2008,EN,0.6
132832,Megaptera novaeangliae,French Polynesia,147,2012,2008,EN,0.6
132832,Megaptera novaeangliae,French Polynesia,147,2013,2008,EN,0.6
132832,Megaptera novaeangliae,French Polynesia,147,2014,2008,EN,0.6
132832,Megaptera novaeangliae,French Polynesia,147,2015,2008,EN,0.6
132832,Megaptera novaeangliae,French Polynesia,147,2016,2008,EN,0.6
132832,Megaptera novaeangliae,French Polynesia,147,2017,2008,EN,0.6
132832,Megaptera novaeangliae,French Polynesia,147,2018,2008,EN,0.6
46967817,Dermochelys coriacea,French Polynesia,147,1992,NA,CR,0.8
46967817,Dermochelys coriacea,French Polynesia,147,1993,NA,CR,0.8
46967817,Dermochelys coriacea,French Polynesia,147,1994,NA,CR,0.8
46967817,Dermochelys coriacea,French Polynesia,147,1995,NA,CR,0.8
46967817,Dermochelys coriacea,French Polynesia,147,1996,NA,CR,0.8
46967817,Dermochelys coriacea,French Polynesia,147,1997,NA,CR,0.8
46967817,Dermochelys coriacea,French Polynesia,147,1998,NA,CR,0.8
46967817,Dermochelys coriacea,French Polynesia,147,1999,NA,CR,0.8
46967817,Dermochelys coriacea,French Polynesia,147,2e3,NA,CR,0.8
46967817,Dermochelys coriacea,French Polynesia,147,2001,NA,CR,0.8
46967817,Dermochelys coriacea,French Polynesia,147,2002,NA,CR,0.8
46967817,Dermochelys coriacea,French Polynesia,147,2003,NA,CR,0.8
46967817,Dermochelys coriacea,French Polynesia,147,2004,NA,CR,0.8
46967817,Dermochelys coriacea,French Polynesia,147,2005,NA,CR,0.8
46967817,Dermochelys coriacea,French Polynesia,147,2006,NA,CR,0.8
46967817,Dermochelys coriacea,French Polynesia,147,2007,NA,CR,0.8
46967817,Dermochelys coriacea,French Polynesia,147,2008,NA,CR,0.8
46967817,Dermochelys coriacea,French Polynesia,147,2009,NA,CR,0.8
46967817,Dermochelys coriacea,French Polynesia,147,2010,NA,CR,0.8
46967817,Dermochelys coriacea,French Polynesia,147,2011,NA,CR,0.8
46967817,Dermochelys coriacea,French Polynesia,147,2012,NA,CR,0.8
46967817,Dermochelys coriacea,French Polynesia,147,2013,2013,CR,0.8
46967817,Dermochelys coriacea,French Polynesia,147,2014,2013,CR,0.8
46967817,Dermochelys coriacea,French Polynesia,147,2015,2013,CR,0.8
46967817,Dermochelys coriacea,French Polynesia,147,2016,2013,CR,0.8
46967817,Dermochelys coriacea,French Polynesia,147,2017,2013,CR,0.8
46967817,Dermochelys coriacea,French Polynesia,147,2018,2013,CR,0.8
84156809,Caretta caretta,French Polynesia,147,1992,NA,CR,0.8
84156809,Caretta caretta,French Polynesia,147,1993,NA,CR,0.8
84156809,Caretta caretta,French Polynesia,147,1994,NA,CR,0.8
84156809,Caretta caretta,French Polynesia,147,1995,NA,CR,0.8
84156809,Caretta caretta,French Polynesia,147,1996,NA,CR,0.8
84156809,Caretta caretta,French Polynesia,147,1997,NA,CR,0.8
84156809,Caretta caretta,French Polynesia,147,1998,NA,CR,0.8
84156809,Caretta caretta,French Polynesia,147,1999,NA,CR,0.8
84156809,Caretta caretta,French Polynesia,147,2e3,NA,CR,0.8
84156809,Caretta caretta,French Polynesia,147,2001,NA,CR,0.8
84156809,Caretta caretta,French Polynesia,147,2002,NA,CR,0.8
84156809,Caretta caretta,French Polynesia,147,2003,NA,CR,0.8
84156809,Caretta caretta,French Polynesia,147,2004,NA,CR,0.8
84156809,Caretta caretta,French Polynesia,147,2005,NA,CR,0.8
84156809,Caretta caretta,French Polynesia,147,2006,NA,CR,0.8
84156809,Caretta caretta,French Polynesia,147,2007,NA,CR,0.8
84156809,Caretta caretta,French Polynesia,147,2008,NA,CR,0.8
84156809,Caretta caretta,French Polynesia,147,2009,NA,CR,0.8
84156809,Caretta caretta,French Polynesia,147,2010,NA,CR,0.8
84156809,Caretta caretta,French Polynesia,147,2011,NA,CR,0.8
84156809,Caretta caretta,French Polynesia,147,2012,NA,CR,0.8
84156809,Caretta caretta,French Polynesia,147,2013,NA,CR,0.8
84156809,Caretta caretta,French Polynesia,147,2014,NA,CR,0.8
84156809,Caretta caretta,French Polynesia,147,2015,2015,CR,0.8
84156809,Caretta caretta,French Polynesia,147,2016,2015,CR,0.8
84156809,Caretta caretta,French Polynesia,147,2017,2015,CR,0.8
84156809,Caretta caretta,French Polynesia,147,2018,2015,CR,0.8
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
39375,Carcharhinus melanopterus,Moorea,147,1992,NA,NT,0.2
39375,Carcharhinus melanopterus,Moorea,147,1993,NA,NT,0.2
39375,Carcharhinus melanopterus,Moorea,147,1994,NA,NT,0.2
39375,Carcharhinus melanopterus,Moorea,147,1995,NA,NT,0.2
39375,Carcharhinus melanopterus,Moorea,147,1996,NA,NT,0.2
39375,Carcharhinus melanopterus,Moorea,147,1997,NA,NT,0.2
39375,Carcharhinus melanopterus,Moorea,147,1998,NA,NT,0.2
39375,Carcharhinus melanopterus,Moorea,147,1999,NA,NT,0.2
39375,Carcharhinus melanopterus,Moorea,147,2e3,2000,NT,0.2
39375,Carcharhinus melanopterus,Moorea,147,2001,2000,NT,0.2
39375,Carcharhinus melanopterus,Moorea,147,2002,2000,NT,0.2
